date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:38:19	2170/2170	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2021%20Aug%202019%2001:38:21%20GMT	https://demos.creative-tim.com/robots.txt		(from )
09:38:19	6499/6499	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jul%202019%2011:57:37%20GMT	https://demos.creative-tim.com/light-bootstrap-dashboard-pro-react/	C:/Users/user/Downloads/light-bootstrap-dashboard-pro-react/light-bootstrap-dashboard-pro-react/demos.creative-tim.com/light-bootstrap-dashboard-pro-react/index.html	(from )
09:38:20	328/328	---M-Z	200	added ('OK')	application/json	etag:W/%225d1f3b31-148%22	https://demos.creative-tim.com/light-bootstrap-dashboard-pro-react/manifest.json	C:/Users/user/Downloads/light-bootstrap-dashboard-pro-react/light-bootstrap-dashboard-pro-react/demos.creative-tim.com/light-bootstrap-dashboard-pro-react/manifest.json	(from https://demos.creative-tim.com/light-bootstrap-dashboard-pro-react/)
09:38:20	9339/9339	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2021%20Aug%202019%2001:38:22%20GMT	https://demos.creative-tim.com/light-bootstrap-dashboard-pro-react/favicon.ico	C:/Users/user/Downloads/light-bootstrap-dashboard-pro-react/light-bootstrap-dashboard-pro-react/demos.creative-tim.com/light-bootstrap-dashboard-pro-react/favicon.ico	(from https://demos.creative-tim.com/light-bootstrap-dashboard-pro-react/)
09:38:20	2446/2446	---M--	200	added ('OK')	image/png	etag:%225d1f3b31-98e%22	https://demos.creative-tim.com/light-bootstrap-dashboard-pro-react/apple-icon.png	C:/Users/user/Downloads/light-bootstrap-dashboard-pro-react/light-bootstrap-dashboard-pro-react/demos.creative-tim.com/light-bootstrap-dashboard-pro-react/apple-icon.png	(from https://demos.creative-tim.com/light-bootstrap-dashboard-pro-react/)
09:38:21	15905/15905	---M--	200	added ('OK')	image/jpeg	etag:%22c4dfd945d6f823a7d241232fb4a2028f%22	https://s3.amazonaws.com/creativetim_bucket/products/66/thumb/opt_lbdp_react_thumbnail.jpg	C:/Users/user/Downloads/light-bootstrap-dashboard-pro-react/light-bootstrap-dashboard-pro-react/s3.amazonaws.com/creativetim_bucket/products/66/thumb/opt_lbdp_react_thumbnail.jpg	(from https://demos.creative-tim.com/light-bootstrap-dashboard-pro-react/)
09:38:21	31000/31000	---M-Z	200	added ('OK')	text/css	etag:%221518903977%22	http://maxcdn.bootstrapcdn.com/font-awesome/latest/css/font-awesome.min.css	C:/Users/user/Downloads/light-bootstrap-dashboard-pro-react/light-bootstrap-dashboard-pro-react/maxcdn.bootstrapcdn.com/font-awesome/latest/css/font-awesome.min.css	(from https://demos.creative-tim.com/light-bootstrap-dashboard-pro-react/)
09:38:21	63788/63788	---MC-	200	added ('OK')	application/javascript	date:Wed,%2021%20Aug%202019%2000:27:31%20GMT	https://www.googletagmanager.com/gtm.js?id=GTM-NKDMSK6	C:/Users/user/Downloads/light-bootstrap-dashboard-pro-react/light-bootstrap-dashboard-pro-react/www.googletagmanager.com/gtm26b6.js	(from https://demos.creative-tim.com/light-bootstrap-dashboard-pro-react/)
09:38:22	126193/126193	---M-Z	200	added ('OK')	text/css	etag:W/%225d1f3b31-1ecf1%22	https://demos.creative-tim.com/light-bootstrap-dashboard-pro-react/static/css/2.15fd917e.chunk.css	C:/Users/user/Downloads/light-bootstrap-dashboard-pro-react/light-bootstrap-dashboard-pro-react/demos.creative-tim.com/light-bootstrap-dashboard-pro-react/static/css/2.15fd917e.chunk.css	(from https://demos.creative-tim.com/light-bootstrap-dashboard-pro-react/)
09:38:22	213724/213724	---M-Z	200	added ('OK')	text/css	etag:W/%225d1f3b31-342dc%22	https://demos.creative-tim.com/light-bootstrap-dashboard-pro-react/static/css/main.a3666efc.chunk.css	C:/Users/user/Downloads/light-bootstrap-dashboard-pro-react/light-bootstrap-dashboard-pro-react/demos.creative-tim.com/light-bootstrap-dashboard-pro-react/static/css/main.a3666efc.chunk.css	(from https://demos.creative-tim.com/light-bootstrap-dashboard-pro-react/)
09:38:23	89763/89763	---M-Z	200	added ('OK')	application/x-javascript	date:Wed,%2021%20Aug%202019%2001:38:24%20GMT	http://connect.facebook.net/en_US/fbevents.js	C:/Users/user/Downloads/light-bootstrap-dashboard-pro-react/light-bootstrap-dashboard-pro-react/connect.facebook.net/en_US/fbevents.js	(from https://demos.creative-tim.com/light-bootstrap-dashboard-pro-react/)
09:38:24	432957/432957	---M-Z	200	added ('OK')	application/javascript	etag:W/%225d1f3b31-69b3d%22	https://demos.creative-tim.com/light-bootstrap-dashboard-pro-react/static/js/main.2737b651.chunk.js	C:/Users/user/Downloads/light-bootstrap-dashboard-pro-react/light-bootstrap-dashboard-pro-react/demos.creative-tim.com/light-bootstrap-dashboard-pro-react/static/js/main.2737b651.chunk.js	(from https://demos.creative-tim.com/light-bootstrap-dashboard-pro-react/)
09:38:24	4628072/4628072	---M-Z	200	added ('OK')	application/javascript	etag:W/%225d1f3b31-469e68%22	https://demos.creative-tim.com/light-bootstrap-dashboard-pro-react/static/js/2.02e2df0c.chunk.js	C:/Users/user/Downloads/light-bootstrap-dashboard-pro-react/light-bootstrap-dashboard-pro-react/demos.creative-tim.com/light-bootstrap-dashboard-pro-react/static/js/2.02e2df0c.chunk.js	(from https://demos.creative-tim.com/light-bootstrap-dashboard-pro-react/)
